row,Product Id,"国家
Country",shop,product_name,image_url,"首图
First Image Show","最爆视频链接参考
Video link","一级行业
Primary Industry","一级类目
Level 1 Category","二级类目
Level 2 Category","三级类目
Level 3 Category","商品原价
Listed Price","秒杀指导价
Flash Sale Price","折扣率
Discount Rate",price,"颜色
Colors","尺码
Sizes",link,"供应商名称
Supplier Name",Number Requested,Number Ordered
S260116086434,1.7375E+18,SA,Fashion forefront,???? ???? ???? ????? ??? ???? ????? ??????? ????? ???????? ??????? ?????? ???? ?????? ?????? ???? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5e2d7d6f70434594922f66a9c876de00~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?119,,,41.65,"????,????,????? ????,???? ????? ????","S,M,L,XL,XXL,XS",https://shop.tiktok.com/view/product/1737497624401511716?region=undefined&source=seller_center,广州久俊歌服饰有限公司,0,0
S260403016377,1.7375E+18,SA,Chic And Simple,??? ????? ???? ????? ????? ?????? ??? ????? ?????? ?????? ????? ??? ???????? ???? ????? ??????? ????? ?????? ?????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/2b68bb5bd5eb4f8fb823d06971c86fa6~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士上装
Women's Tops","女士背心，吊带&抹胸
Women's Tanks & Camis",?.?99,,,33.66,"???? ????????,????,?????? ???????","S,M,XL,L",https://shop.tiktok.com/view/product/1737497624513906524?region=undefined&source=seller_center,广州市荔湾区宅宅严选服饰店,0,0
S260225029477,1.7375E+18,SA,YHBIKINI,?????? ?????? ?????? ????? ?????? ?????? ?????? ????????/????? ?????? ??????/Y2K/????? ????? ??????/?? ??/??????/??????/????? ??? ????? ?????/????? ??????/?????? ????? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/582354352ff0445d8f76b982dd02796f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"运动与户外
Sports & Outdoor","泳装&冲浪服&潜水服
Swimwear, Surfwear & Wetsuits","比基尼
Bikinis",?.?105,,,35.7,"????,????,???? ???,????,???? ????? ????,Reddish purple,???? ????","XS,S,M,L",https://shop.tiktok.com/view/product/1737497631618336656?region=undefined&source=seller_center,兴城市锦澄制衣厂,0,0
S260327078290,1.7375E+18,SA,shuai en Trading,???? ?????? ????? ???? 2026 ????? ???? ?????? ???????? ?????? ?????? ??????? ????? ?????? ?????? ?????? ??????? ???? ????? ?????? ????? ??????? ????? ?? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/c97a8370ca4642969c87c4818da39b12~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"男装与男士内衣
Menswear & Underwear","男士上装
Men's Tops","男士夹克与风衣
Jackets & Coats",?.?185 - ?.?209,,,64.75-73.15,"???? ?????????,????,???? ????,???????,?????,????,??????? ?????,???? ?????","XS,S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497640036828604?region=undefined&source=seller_center,泉州市率恩商贸有限公司,1,0
S260627022759,1.7375E+18,SA,Sleek Tacticss,???? ?????? ?? ???? ????????? ?????? ????? ??????? ?????? ???? ?????? ??????? ????? ??????? ????? ???? ??????? ????? ?????? ??? ????? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/3744346cebac4e05a77838b3c74a8478~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"男装与男士内衣
Menswear & Underwear","男士上装
Men's Tops","男士夹克与风衣
Jackets & Coats",?.?339,,,210.18,"????,????,????","XS,S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497640629340101?region=undefined&source=seller_center,泉州市嵩盼商贸有限公司,0,0
S251027083253,1.7375E+18,SA,Beautiful ornament,????? ?? ??? ????????? S925 ????? ???? ????? ??????? ???? ????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/7250c778175241c6ab85e0fe56fde17e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"时尚配饰
Fashion Accessories","平价饰品
Costume Jewelry & Accessories","耳环
Earrings",?.?55,,,13.75,Silver,???? ???? ????? ??????,https://shop.tiktok.com/view/product/1737497640779286278?region=undefined&source=seller_center,东阳市美缀饰品有限公司,0,0
S260506023761,1.7375E+18,SA,FashionNove,????? ??? ????? ???? ????? ??????? ???? ????? ????? ?????? ????? ?????? ???? ???? ?????? ??????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/1abd757474d94ea09d2046683f187c10~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?219,,,70.08,???? ????,"L,XL,XXL,M,S",https://shop.tiktok.com/view/product/1737497640992474880?region=undefined&source=seller_center,香港多米服裝有限公司,0,0
S260121082995,1.7375E+18,SA,Fashion forefront,????? ???? ???? ???? ?????? ?????? ????????? ?????? ??????? ??? ?????? ????? ??????? ???? ????? ???? ???? ????? ?????? ???? ????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/7be8bcc959e547e388598fef0d2b9338~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?129,,,45.15,"????,???? ???,???? ????,????,????? ????","M,L,S,XS,XL,XXL",https://shop.tiktok.com/view/product/1737497641039332644?region=undefined&source=seller_center,广州久俊歌服饰有限公司,0,0
S260324037748,1.7375E+18,SA,StepWind trendy shoe,????? ????? ????? ?????? ???????? ????? ?????? ????? ???? ????? ?????? ???????? ???? ?????? ???? ??? ????? ????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/ea360a2634184d3e9053e77fcbbb0078~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","男鞋
Men's Shoes","男士拖鞋
Slippers",?.?139,,,63.94,"????,Black and gray,???? ? ????,???? ????????","Eu40-41,Eu38-39,Eu42-43,Eu44-45",https://shop.tiktok.com/view/product/1737497641174861380?region=undefined&source=seller_center,晋江市池店镇踏风鞋厂,0,0
S251206081229,1.7375E+18,SA,Longxiang Automotive Supplies Store,?????? ?? ?????? ???? ???? ??????? ?? ???? ?????? ????? ????? ?????? ????? ??????? ???? ??????? ?????? ????? ??????? ????? ???????? ???????? ?????? ??????????? ????????? ?????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/38c7bb782413499692625d6d98503e47~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"汽车和摩托车相关
Automotive & Motorcycle","汽车内饰配件
Car Interior Accessories","车载收纳
Stowing & Tidying",?.?65 - ?.?135,,,14.95-31.05,"????,???? ????? ???????,???? ????",?????? - ???? ????,https://shop.tiktok.com/view/product/1737497641218180604?region=undefined&source=seller_center,义乌市龙镶贸易有限公司,0,0
S251216158976,1.7375E+18,SA,Fashion Body Jewelry,???? ??? ????? ?????? ??????? ?????? ????? ?????? ?????? ????? ???????? ??????? ???????? ????? ????????? ????? ???? ??????? ????? ?????? ???? ????? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8531f648b3884122ac9ed7e2f780aff5~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"时尚配饰
Fashion Accessories","服饰配件
Clothes Accessories","皮带
Belts",?.?75,,,18.75,????,One-size,https://shop.tiktok.com/view/product/1737497644533187963?region=undefined&source=seller_center,义乌市银琳正电子商务商行,0,0
S260624022529,1.7375E+18,SA,a Simple girl,????? ????? ?????? ????????? ???????? ????? ??????? ????? ?????? ????? ???? ???? ??????? ??? ???? ????????? ?????? ?????? ??????? ???????? ?????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/47b29b3a1c8c473f931abd00b8a04f1a~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","女鞋
Women's Shoes","女士休闲运动鞋
Casual Trainers",?.?125 - ?.?165,,,38.75-51.15,"????,????,?????,????","Cn36,Cn37,Cn38,Cn39,Cn40,Cn41,Cn42,CN43",https://shop.tiktok.com/view/product/1737497644615370577?region=undefined&source=seller_center,台州市简诚贸易有限公司,0,0
S251207087227,1.7375E+18,SA,Pink or yellow,??? ????? ?????? ????? ???? ????? ????? ?????? ????? ?????? ????? ????? ????? ???? ?????? ?????? ????? ????????? ?????? ??? ???? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8b147940d50649ee9bc9070a3a890a49~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士内衣
Women's Underwear","内裤
Panties",?.?79 - ?.?85,,,24.49-26.35,"Multicolor8,Multicolor6,Multicolor9,Multicolor7","S,M,L,XL",https://shop.tiktok.com/view/product/1737497645248382865?region=undefined&source=seller_center,揭西县金和亨之坊服装厂,0,0
S260602025463,1.7375E+18,SA,Unique Sprint Kids,??? ??????? ?????? ???? ?????? ????? ??? ????? ?????? ??????? ??? ?? ?????? ????? ?????? ?????? ????? ???????? ????? ???????? ???????? ??? ???????? ???? ??? ?????? ???? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/ae0f96f8532e476b9c48c55fde9f6fc5~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"儿童时尚
Kids' Fashion","男童服饰
Boys' Clothes","男童套装
Suits & Sets",?.?89,,,44.5,????? ???????,"3-4Y,4-5Y,1 – 2y,5-6Y,7-8Y,9-12M",https://shop.tiktok.com/view/product/1737497645358745149?region=undefined&source=seller_center,上饶市泊乐电子商务有限公司,0,0
S260331013491,1.7375E+18,SA,DolceAmara,??? ????? ?????? ????? ????? ??? ???? ??? ????? ????? ???????? ????? ???? ??????? ?? ??? ????? ????? ????? ??? ???? ?????? ?????? ???? ???? ????? ??????? ??? ?? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/b4923eb5bd834e12b024865220982674~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?165,,,54.45,"????,???? ????????,???,????,????","XS,S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497646383465963?region=undefined&source=seller_center,香港俏米朵服饰贸易有限公司,0,0
S251215020829,1.7375E+18,SA,Tomato Shoes,????? ?????? ????? ????? ?? ??? ???? ??????? ?????? ????? ???????? ???? ???? ???? ????????? ?????? ?????? ?????? ????? ????? ??????? ??????????? ?????? ????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/ada542724e0f43a5a518765748ce0f9f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","女鞋
Women's Shoes","女士休闲运动鞋
Casual Trainers",?.?109,,,44.69,"????,???? ?????,????,???? ?????,???? ?????","Cn36,Cn37,Cn38,Cn39,Cn40,Cn41,Cn42,Cn43",https://shop.tiktok.com/view/product/1737497648071411456?region=undefined&source=seller_center,洛阳纸贵网络有限公司,0,0
S260221001441,1.7375E+18,SA,Chic Materialist,?????? ?????? ????? ????? ?????? ???????? ???????? ???? ??? ?????? ????? ???? ?????? ???????? ????? ??????? ????? ???? ?????? ????? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/3356fc93932f463db030b3fbad50d502~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?105,,,47.25,"???? ????,????","S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497648481142293?region=undefined&source=seller_center,广州高远时代服饰有限公司,0,0
S260727020148,1.7375E+18,SA,LumosModesty,??? ????? ??????? ????? ?? ??????? ????? ????? ???? ?????? ??????? ????? ???? ????? ?? ????? ??? ?????? ????? ?????? ????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/d2cbe6271ef143c886bf376d7c6af4a5~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"穆斯林时尚
Modest Fashion","女士穆斯林服饰
Women's Islamic Clothing","穆斯林套装
Clothing Sets",?.?355,,,205.9,"??? ??????,????? ???????","XL,L,M",https://shop.tiktok.com/view/product/1737497656633689405?region=undefined&source=seller_center,"LUMOSLAND CO., LIMITED",0,0
S260615013812,1.7375E+18,SA,Esehula Fashion,??? ????? ????? ?? ?????? ????????? ????? ???? ????? ?????? ????? ????? ????? ???????? ?????? ?????????? ??????? ??? ??????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/1dc403e16be94a00840c8e6309196322~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?189,,,94.5,"???,????? ?????,???? ????,???? ?????,????","XL,S,M,L",https://shop.tiktok.com/view/product/1737497657654937335?region=undefined&source=seller_center,香港錦峰服飾有限公司,0,0
S251214039729,1.7375E+18,SA,ZS BAG,????? ??? ????? ????? ???? ???? ?????? ?????? ??? ?????? ??????? ???????? ????? ??? ?????? ????? ??????? ???????????? ???? ??????? ???????? ????? ??????? ?????? ?????? ?????? ????????? ?????????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/9047fefcfdf64da1acb96f1cd650693a~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"箱包
Luggage & Bags","女包
Women's Bags","女士单肩包及斜挎包
Women's Crossbody & Shoulder Bags",?.?125,,,41.25,"???? ????,???? ????,????,???,????",M,https://shop.tiktok.com/view/product/1737497657677481533?region=undefined&source=seller_center,香港博柏國際貿易有限公司,0,0
S260308027259,1.7375E+18,SA,Exquisite Pet,?????? ???? ????? ??? ????????? ??????? ????? ?????? ?????????? ????? ??????? ???? ?????? ??????? ??????? ???????? ?? ??????? ???????? ???? ???? ?? ??????? ???? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8694e00cf05343e181a536dec349109e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"宠物用品
Pet Supplies","猫狗清洁美容
Dog & Cat Grooming","梳子、刷子
Combs & Brushes",?.?75,,,75,????,6 ???,https://shop.tiktok.com/view/product/1737497657987270120?region=undefined&source=seller_center,义乌市茫然电子商务商行,0,0
S251209115156,1.7375E+18,SA,Apricot Joy,??? ???? ??? ?????? ?????? ????? ??? ??????? ?? ????? ???? ?????? ???? ????? ??????? ?????? ???? ??????? ????? ????? ?????? ?????? ????? ?????? ??????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8189735039094f36bdd8c80e7b57188e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"宠物用品
Pet Supplies","猫狗配件
Dog & Cat Accessories","项圈、牵引带、牵引绳
Collars, Harnesses & Leads",?.?105,,,22.05,"????,????,????,????,?????,????","?????? L,?????? M,?????? S",https://shop.tiktok.com/view/product/1737497657987401279?region=undefined&source=seller_center,广州市天河区杏喜贸易商行（个体工商户）,0,0
S260119029096,1.7375E+18,SA,TY Trove,??? ????? ?????? ?????? ?????? ????? ?? ??????? ????? ??? ????? ????? ????? ????? ?? ????? ???? ?????? ???? ????? ????? ????? ??,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/82aebb268277468d822ecd42452e7cc2~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?189,,,60.48,"????,????,???? ??????,???,??? ????,????,????","S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497658411681222?region=undefined&source=seller_center,香港天洋國際貿易有限公司,0,0
S251210096043,1.7375E+18,SA,Ophelia Muse,?????? ????? ???? ???? ??????? ????? ??? ??? ??? V ?????? ????? ???? ?????? ???????????? ????? ???????? ??????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/3f58e6848e11418fa8b73743bc13cb99~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士上装
Women's Tops","女士短袖
Women's T-shirts",?.?79,,,30.02,"???,????,???? ??????","S,M,L,XL",https://shop.tiktok.com/view/product/1737497659955053865?region=undefined&source=seller_center,香港前程衣錦服裝貿易有限公司,0,0
S251106065365,1.7375E+18,SA,Baillin Dress,??? ???? ??? ????? ????? ?????? ???? ?????? ????? ??????? ?????? ????? ?????? ???? ????? ?????? ?????? ????? ?????? ??? ?? 3 ???,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/d65f97f14004454ebb1bf51c7f3711b2~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士上装
Women's Tops","女士紧身连衣裤
Bodysuits",?.?155 - ?.?159,,,52.7-54.06,"?????,Multicolor2","S,M,L,XL",https://shop.tiktok.com/view/product/1737497661212624346?region=undefined&source=seller_center,香港新銳服裝有限公司,0,0
S260105066062,1.7375E+18,SA,Novelife,???? ???? ????? ???? ????? ?? ????? ?????? ???? ?????? ??????????? (?? ????)? ????? ?????? ????? ??????? ?????? ???????? ???? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/2c607e3484a0490e87b40454046b408c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?119,,,39.27,"????,???? ??????,????,????,???? ????????","S,M,L,XL",https://shop.tiktok.com/view/product/1737497661721510999?region=undefined&source=seller_center,香港興卓服飾貿易有限公司,0,0
S260306046723,1.7375E+18,SA,Lysee Ti,??? ????? ????? ?????? ?????? ?????? ????? ?? ?????????? ????? ???????? ????? ?????? ?????? ??? ????? ?? ???? ??? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/44f372ef604249ca8089c09444376bdd~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士上装
Women's Tops","女士背心，吊带&抹胸
Women's Tanks & Camis",?.?69,,,24.15,"???? ?????,???,Turquoise,?????,???????,????,???? ??????,????","XS,S,M,L",https://shop.tiktok.com/view/product/1737497661868377894?region=undefined&source=seller_center,广州市鸥衣服饰有限公司,0,0
S260307014349,1.7375E+18,SA,XiaoLiLing,?????? ????? ????? ???????? ?????? ????? ???? ????? ????? ?????? ?? ??? ????? ?? ????? ????? ??????? ????????? ??? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/0b70232cf834451ba5541992d250843e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士连体衣
Overalls",?.?109,,,39.24,"????,????,????","S,M,L,XL",https://shop.tiktok.com/view/product/1737497663694014078?region=undefined&source=seller_center,天门市肖利玲服饰店,0,0
S250920010985,1.7375E+18,SA,Hugcitar,?????? ????? ??? ????? ??? ???? ????? ????? ???? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5344928e050e4f1a8be26fac6ccec150~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士连衣裙
Women's Dresses","女士休闲连衣裙
Casual Dresses",?.?145,,,47.85,"????,????,???? ??????,?????? ???????","S,M,L,XS,XL,XXL",https://shop.tiktok.com/view/product/1737497664094897592?region=undefined&source=seller_center,香港布林閣服飾有限公司,0,0
S260429011347,1.7375E+18,SA,Jessy Up,??? ????? ?? ??????: ????? ????? ????? ???? ????? ?? ???? ??????? ?????? ???? ?????? ????? ???? ?????? ?????? ????? ??? ????? ?? ??????? ???? ????? ???? ???,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5bde28569c0b427b87bc103804ea7ea5~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?159,,,54.06,"????,????","S,M,L,XL",https://shop.tiktok.com/view/product/1737497665388709841?region=undefined&source=seller_center,天门市锦升服装厂,0,0
S260427002574,1.7375E+18,SA,Baillin Dress,??? ?????? ????? ?? ???? ??? ????? ????? ?????? ????? ??????? ???? ?????? ????? ?????? ????? ????????? ???????? ?? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/c8aa331ea4d14f24b2558cf3126f9dd2~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?79,,,30.02,"????,????","S,M,L,XL,XS",https://shop.tiktok.com/view/product/1737497665414006234?region=undefined&source=seller_center,香港新銳服裝有限公司,0,0
S260403005195,1.7375E+18,SA,Suit Up Custom,???? ?? 4 ????? ?????? ????????? ????? ?????? ?????? ???? ????? ????????? ?? ?????? ???? ??? ???????? ????? ????? ????? ????? ?????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/fb6a66f2afe9445095b42db3f724bada~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"男装与男士内衣
Menswear & Underwear","男士上装
Men's Tops","男士背心
Vests",?.?145 - ?.?149,,,50.75-52.15,"????? ??????,???? + ???? + ???? ???? + ???? ?????,???? + ???? + ???? ????? + ???? ????","S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497666209285583?region=undefined&source=seller_center,义乌市峙山电子商务有限公司,0,0
S251020050428,1.7375E+18,SA,Mei Neng Watch Store,???? Ofns ?????? ??? ??? ????? ???? ?? ????? ?????? ?????? ???? ?????? ?????? ????? ??????? ?????? ???? ?????? ???????? ?????? ????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/4c8c29a2679d432eb272f6f1f51b41ac~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"时尚配饰
Fashion Accessories","手表与配件
Fashion Watches & Accessories","男表
Fashion Men's Watches",?.?119,,,41.65,"????,????,????,????????,????",One-size,https://shop.tiktok.com/view/product/1737497667941664736?region=undefined&source=seller_center,深圳美能表业有限公司,0,0
S251123033911,1.7375E+18,SA,Budget Design Hub,???? ?? ?????? ?? ?????? ?????? ?????? ?????? - ????? ??? ????? ??????? ???? ?????? ?????? ???????? ????? ???? ???? ?????? ?? ?????? ?????? ???? ???? ??????? ????? ??????? ???????? ????? ???? ?????? ?????? ??????? ????? ??????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/26ec741605dd46968a16e5129e5558df~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"运动与户外
Sports & Outdoor","球类运动设备
Ball Sports","橄榄球用品
Rugby",?.?69 - ?.?75,,,20.7-22.5,????,"L,M,XL",https://shop.tiktok.com/view/product/1737497668685760085?region=undefined&source=seller_center,湖南湘江新区雾星百货商行（个体工商户）,0,0
